Unnamed: 0,id,country,year,wealth,wealthpooled,households,LATNUM,LONGNUM
3042,3042_Democratic Republic of Congo_2014,Democratic Republic of Congo,2014,2.425628901,1.401890516,34,-11.692722,27.457027
3043,3043_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,0.115725294,-0.348600358,34,-0.27912,20.888191
3044,3044_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,-0.402640283,-0.951943517,34,-7.055197,21.539106
3045,3045_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,-0.582348228,-1.000355124,34,-0.015845,21.265099
3048,3048_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,2.120632648,0.974479854,34,-5.240645,14.856764
3050,3050_Democratic Republic of Congo_2014,Democratic Republic of Congo,2014,-0.44667545,-0.870911837,33,-3.965333,18.881305
3051,3051_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,-0.352089107,-0.656303048,34,-10.859151,26.635812
3052,3052_Democratic Republic of Congo_2014,Democratic Republic of Congo,2014,-0.517392933,-0.780918896,34,-9.388064,28.215131
3053,3053_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,0.186860904,-0.591032326,33,-6.993767,23.455393
3054,3054_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,-0.249324709,-0.678377688,34,-5.080591,19.487499
3055,3055_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,-0.184912935,-0.611676931,34,-5.225671,12.819241
3056,3056_Democratic Republic of Congo_2013,Democratic Republic of Congo,2013,-0.094789393,-0.540201783,33,-1.435962,29.365607
